0.0186,-0.2551,0.9534,	-4.73,-27.18,-73.06,	1.34,-4.82,-3.66	1.6442,	53.143056,-1.450692,	16:14:48:10
0.0195,-0.2555,0.9541,	-4.73,-27.18,-73.06,	1.40,-4.88,-3.66	1.6538,	53.143056,-1.450692,	16:14:48:10
0.0182,-0.2534,0.9543,	-4.55,-27.00,-73.27,	1.46,-4.76,-3.66	1.6635,	53.143056,-1.450693,	16:14:48:20
0.0197,-0.2565,0.9502,	-4.55,-27.00,-73.27,	1.40,-4.94,-3.60	1.6731,	53.143056,-1.450693,	16:14:48:20
0.0182,-0.2532,0.9485,	-4.82,-26.91,-73.27,	1.46,-4.82,-3.66	1.6827,	53.143056,-1.450693,	16:14:48:20
0.0177,-0.2549,0.9530,	-4.82,-26.91,-73.27,	1.46,-4.76,-3.66	1.6923,	53.143056,-1.450693,	16:14:48:30
0.0199,-0.2563,0.9526,	-4.91,-27.00,-73.27,	1.40,-4.76,-3.66	1.7019,	53.143056,-1.450693,	16:14:48:30
0.0186,-0.2549,0.9545,	-4.91,-27.00,-73.27,	1.53,-4.82,-3.66	1.7115,	53.143056,-1.450693,	16:14:48:30
0.0184,-0.2554,0.9528,	-5.00,-27.09,-73.16,	1.40,-4.88,-3.72	1.7308,	-20740.220649,-14.000000,	16:14:48:40
0.0200,-0.2548,0.9471,	-5.00,-27.09,-73.16,	1.46,-4.94,-3.66	1.7404,	53.143055,-1.450694,	16:14:48:50
0.0208,-0.2545,0.9478,	-4.73,-27.09,-73.27,	1.40,-4.82,-3.72	1.7500,	53.143055,-1.450694,	16:14:48:50
0.0200,-0.2548,0.9493,	-4.73,-27.09,-73.27,	1.46,-4.82,-3.72	1.7596,	53.143055,-1.450694,	16:14:48:50
0.0193,-0.2549,0.9490,	-4.91,-27.09,-73.16,	1.40,-4.76,-3.66	1.7692,	53.143055,-1.450694,	16:14:48:60
0.0182,-0.2538,0.9513,	-4.91,-27.09,-73.16,	1.40,-4.76,-3.60	1.7788,	53.143055,-1.450694,	16:14:48:60
0.0188,-0.2549,0.9487,	-4.64,-27.09,-73.27,	1.40,-4.76,-3.72	1.7885,	53.143055,-1.450694,	16:14:48:60
0.0190,-0.2545,0.9495,	-4.64,-27.09,-73.27,	1.46,-4.82,-3.72	1.7981,	53.143055,-1.450695,	16:14:48:70
0.0187,-0.2563,0.9520,	-4.55,-27.00,-73.16,	1.46,-4.82,-3.72	1.8077,	53.143055,-1.450695,	16:14:48:70
0.0200,-0.2550,0.9525,	-4.55,-27.00,-73.16,	1.46,-4.82,-3.72	1.8173,	53.143055,-1.450695,	16:14:48:70
0.0193,-0.2550,0.9521,	-4.64,-26.91,-73.16,	1.40,-4.76,-3.66	1.8269,	53.143055,-1.450695,	16:14:48:80
0.0197,-0.2559,0.9520,	-4.64,-26.91,-73.16,	1.40,-4.76,-3.66	1.8365,	53.143055,-1.450695,	16:14:48:80
0.0199,-0.2560,0.9532,	-4.45,-27.27,-73.16,	1.34,-4.82,-3.60	1.8462,	53.143055,-1.450695,	16:14:48:80
0.0198,-0.2555,0.9534,	-4.45,-27.27,-73.16,	1.46,-4.76,-3.66	1.8558,	53.143055,-1.450695,	16:14:48:90
0.0190,-0.2561,0.9546,	-4.73,-27.00,-73.37,	1.34,-4.70,-3.66	1.8654,	53.143055,-1.450695,	16:14:48:90
0.0199,-0.2543,0.9525,	-4.73,-27.00,-73.37,	1.40,-4.82,-3.66	1.8750,	53.143055,-1.450695,	16:14:48:90
0.0198,-0.2559,0.9517,	-5.00,-26.91,-73.27,	1.40,-4.70,-3.60	1.8846,	53.143055,-1.450696,	16:14:49:0
0.0200,-0.2565,0.9536,	-5.00,-26.91,-73.27,	1.34,-4.76,-3.66	1.8942,	53.143055,-1.450696,	16:14:49:0
0.0193,-0.2555,0.9551,	-4.73,-26.91,-73.16,	1.46,-4.88,-3.66	1.9038,	53.143055,-1.450696,	16:14:49:10
0.0190,-0.2544,0.9509,	-4.73,-27.00,-73.37,	1.34,-4.76,-3.60	1.9231,	-38932.220649,-14.000000,	16:14:49:10
