-0.0424,0.1722,1.0421,		-7.39,-26.06,5.07,	6.3558,		53.230193,-1.480886,	15:14:23:20
-0.0391,0.1609,0.8502,		12.39,-6.71,-13.06,	6.3654,		53.230192,-1.480881,	15:14:23:40
-0.1396,0.2008,0.7119,		5.00,9.34,-24.72,	6.3750,		53.230192,-1.480881,	15:14:23:40
-0.1841,0.1620,0.6880,		-3.11,17.33,-22.89,	6.3846,		53.230192,-1.480881,	15:14:23:40
-0.2125,0.1815,0.7031,		-2.75,15.87,-18.37,	6.3942,		53.230192,-1.480881,	15:14:23:40
-0.2352,0.1864,0.7274,		-5.37,14.65,-11.96,	6.4038,		53.230192,-1.480881,	15:14:23:40
-0.2654,0.2113,0.7494,		-5.98,12.63,-5.13,	6.4135,		53.230192,-1.480881,	15:14:23:40
-0.2720,0.2476,0.8545,		-8.36,9.58,-1.89,	6.4231,		53.230193,-1.480878,	15:14:23:60
-0.2686,0.2498,1.0088,		-7.87,0.61,8.00,	6.4327,		53.230193,-1.480878,	15:14:23:60
-0.2393,0.2449,1.0525,		-0.67,-0.92,13.85,	6.4423,		53.230193,-1.480878,	15:14:23:60
-0.2119,0.2186,1.0625,		6.47,-3.91,6.96,	6.4519,		53.230193,-1.480878,	15:14:23:60
-0.1934,0.1716,1.0220,		14.40,10.13,-17.94,	6.4615,		53.230193,-1.480878,	15:14:23:60
-0.2057,0.3203,1.0348,		10.68,26.31,-24.05,	6.4712,		53.230193,-1.480878,	15:14:23:60
-0.2056,0.2332,1.2006,		-9.22,-29.24,22.77,	6.4808,		53.230194,-1.480875,	15:14:23:80
-0.0621,0.2106,0.9573,		15.26,-33.45,24.96,	6.4904,		53.230194,-1.480875,	15:14:23:80
-0.1278,0.2234,1.1439,		-30.70,-23.99,6.96,	6.5000,		53.230194,-1.480875,	15:14:23:80
-0.1292,0.1179,1.2239,		-23.68,-44.86,16.30,	6.5096,		53.230194,-1.480875,	15:14:23:80
-0.1179,0.1168,0.9469,		5.98,-32.17,13.92,	6.5192,		53.230194,-1.480875,	15:14:23:80
-0.2015,0.1759,0.6898,		5.80,1.28,-5.25,	6.5288,		53.230194,-1.480875,	15:14:23:80
-0.2595,0.1847,0.6749,		0.55,13.06,0.37,	6.5385,		53.230195,-1.480871,	15:14:24:0
-0.2212,0.1813,0.6895,		4.46,-1.77,2.08,	6.5481,		53.230195,-1.480871,	15:14:24:0
-0.2217,0.1932,0.7209,		0.24,2.44,-6.35,	6.5577,		53.230195,-1.480871,	15:14:24:0
