0.0215,-0.2546,0.9595,	-4.73,-26.91,-72.86,	1.46,-4.82,-3.72	0.0000,	53.143006,-1.450606,	15:49:11:20
0.0220,-0.2556,0.9607,	-4.73,-26.91,-72.55,	1.46,-4.88,-3.60	0.0096,	53.143006,-1.450606,	15:49:11:20
0.0225,-0.2550,0.9614,	-4.73,-26.91,-72.55,	1.46,-4.82,-3.72	0.0192,	53.143006,-1.450606,	15:49:11:20
0.0216,-0.2562,0.9603,	-4.45,-27.00,-72.86,	1.46,-4.88,-3.66	0.0288,	53.143006,-1.450606,	15:49:11:30
0.0210,-0.2552,0.9580,	-4.45,-27.00,-72.86,	1.46,-4.82,-3.66	0.0385,	53.143006,-1.450606,	15:49:11:30
0.0206,-0.2555,0.9595,	-4.82,-26.91,-72.65,	1.46,-4.82,-3.66	0.0481,	53.143006,-1.450606,	15:49:11:30
0.0223,-0.2565,0.9619,	-4.82,-26.91,-72.65,	1.46,-4.82,-3.66	0.0577,	53.143006,-1.450606,	15:49:11:40
0.0217,-0.2565,0.9620,	-4.73,-26.91,-72.86,	1.40,-4.76,-3.66	0.0673,	53.143006,-1.450606,	15:49:11:40
0.0220,-0.2559,0.9634,	-4.73,-26.91,-72.86,	1.40,-4.82,-3.66	0.0769,	53.143006,-1.450606,	15:49:11:40
0.0225,-0.2561,0.9609,	-4.82,-27.00,-72.76,	1.40,-4.82,-3.60	0.0865,	53.143006,-1.450606,	15:49:11:50
0.0208,-0.2568,0.9611,	-4.82,-27.00,-72.76,	1.40,-4.88,-3.60	0.0962,	53.143006,-1.450606,	15:49:11:50
0.0211,-0.2546,0.9587,	-4.64,-26.91,-72.55,	1.46,-4.88,-3.60	0.1058,	53.143006,-1.450606,	15:49:11:50
0.0209,-0.2556,0.9586,	-4.64,-26.91,-72.55,	1.46,-4.82,-3.60	0.1154,	53.143006,-1.450606,	15:49:11:60
0.0214,-0.2561,0.9604,	-4.45,-26.82,-72.65,	1.46,-4.76,-3.72	0.1250,	53.143006,-1.450606,	15:49:11:60
0.0205,-0.2559,0.9597,	-4.45,-26.82,-72.65,	1.40,-4.82,-3.66	0.1346,	53.143006,-1.450606,	15:49:11:60
0.0215,-0.2563,0.9591,	-4.73,-26.73,-72.86,	1.46,-4.82,-3.66	0.1442,	53.143006,-1.450606,	15:49:11:70
0.0223,-0.2557,0.9601,	-4.73,-26.91,-72.86,	1.40,-4.82,-3.60	0.1538,	53.143006,-1.450606,	15:49:11:70
0.0217,-0.2562,0.9592,	-4.73,-26.91,-72.86,	1.40,-4.82,-3.60	0.1635,	53.143006,-1.450606,	15:49:11:80
0.0216,-0.2559,0.9614,	-4.55,-26.82,-72.65,	1.46,-4.82,-3.54	0.1731,	53.143006,-1.450606,	15:49:11:80
0.0220,-0.2556,0.9612,	-4.64,-26.82,-72.45,	1.40,-4.76,-3.66	0.1923,	53.143008,-1.450603,	15:49:16:10
0.0219,-0.2557,0.9602,	-4.64,-26.82,-72.45,	1.46,-4.76,-3.66	0.2019,	53.143008,-1.450603,	15:49:16:10
0.0208,-0.2571,0.9606,	-4.91,-26.64,-72.65,	1.46,-4.88,-3.60	0.2115,	53.143008,-1.450603,	15:49:16:10
0.0227,-0.2554,0.9613,	-4.91,-26.64,-72.65,	1.40,-4.82,-3.66	0.2212,	53.143008,-1.450603,	15:49:16:20
0.0212,-0.2561,0.9614,	-4.73,-26.82,-72.76,	1.46,-4.76,-3.66	0.2308,	53.143008,-1.450603,	15:49:16:20
0.0214,-0.2557,0.9603,	-4.73,-26.82,-72.76,	1.46,-4.82,-3.66	0.2404,	53.143008,-1.450603,	15:49:16:20
0.0220,-0.2560,0.9613,	-4.73,-26.82,-72.76,	1.46,-4.82,-3.60	0.2500,	53.143008,-1.450603,	15:49:16:30
0.0219,-0.2565,0.9613,	-4.73,-26.82,-72.76,	1.40,-4.88,-3.72	0.2596,	53.143008,-1.450603,	15:49:16:30
0.0209,-0.2567,0.9633,	-4.73,-26.82,-72.65,	1.46,-4.82,-3.60	0.2692,	53.143008,-1.450603,	15:49:16:40
